Years,Income Quantiles,Categories,%expenditure,total exp
2011,1, Household laundry Cleaning and Paper Articles,1.730987,45925.4
2011,1, Tobacco and Chewing Products,3.634475,94369.6
2011,1,Recreation & reading,1.660972,47845.83
2011,1, Personal Transport and Travelling ,4.778163,127237.9
2011,1,Other Miscellaneous Household Expenses on Goods and Services,4.976846,145144.6
2011,1," Clothing, Clothing material and services",4.664886,124678.6
2011,1,. Footwear and repair charges,1.036416,27401.9
2011,1,Personal effects and service and repair charges,0.2263401,6179.837
2011,1, House rent and housing expenses,10.27102,281567.7
2011,1,". Chinaware, Earthenware, Plastic ware etc. for daily use and other household effects",0.3021409,8035.381
2011,1, Expenditure on Medical Care,3.396719,90752.73
2011,1,"Recreational, travel & transport expenditure",0.5984795,17512.43
2011,1, Educational and Professional Stationary Expenditure ,2.526463,90670.14
2011,1,Taxes & Fines and all Other Miscellaneous Expenditure ,2.408541,68107.93
2011,2,milkproducts,12.74653,505224.7
2011,2,meet/poultry/fish,5.432046,221109.1
2011,2,fruits,1.59946,61243.95
2011,2,dryfruits,0.9913586,40153.84
2011,2,vegetables,5.101126,190880.1
2011,2,Condiments & Spices (Whole & Powder ),1.919566,72421.75
2011,2,"Sugar, Honey and Sugar Preparations ",3.652735,138028.3
2011,2,Non Alcoholic Beverages,1.204662,47678.47
2011,2," Readymade Food, Drinks etc. ",3.491346,130501.6
2011,2, Cereals,10.97361,414761.1
2011,2,Pulses – Split and Whole / Washed and Unwashed ,1.356435,51128
2011,2,Edible Oils and Fats,6.283934,237636.8
2011,2,Tea and Coffee,1.373578,52248.39
2011,2,Baked and Fried Products,0.7169492,27776.56
2011,2,Miscellaneous Food Items,0.8583155,33699.16
2011,2,FUEL AND LIGHTING ,9.03976,342809.7
2011,2, Personal Care Articles,1.778957,67504.05
2011,2, Personal Care Services,0.7441584,27998.29
2011,2, Household laundry Cleaning and Paper Articles,1.662191,62742.29
2011,2, Tobacco and Chewing Products,2.945785,109498
2011,2,Recreation & reading,1.273121,48599.73
2011,2, Personal Transport and Travelling ,4.953559,188113.5
2011,2,Other Miscellaneous Household Expenses on Goods and Services,4.86721,189722.5
2011,2," Clothing, Clothing material and services",4.876212,184447.8
2011,2,. Footwear and repair charges,1.079997,40667.94
2011,2,Personal effects and service and repair charges,0.2193957,8291.69
2011,2, House rent and housing expenses,10.48027,414478.2
2011,2,". Chinaware, Earthenware, Plastic ware etc. for daily use and other household effects",0.3076705,11576.52
2011,2, Expenditure on Medical Care,3.012134,114522.7
2011,2,"Recreational, travel & transport expenditure",0.529743,21842.25
2011,2, Educational and Professional Stationary Expenditure ,3.383286,135854.9
2011,2,Taxes & Fines and all Other Miscellaneous Expenditure ,2.815103,112226.4
2011,3,milkproducts,12.12167,592215.4
2011,3,meet/poultry/fish,5.617317,285770.5
2011,3,fruits,1.52279,74525.4
2011,3,dryfruits,0.8327185,41170.29
2011,3,vegetables,4.731566,222917.5
2011,3,Condiments & Spices (Whole & Powder ),1.761884,83733.98
2011,3,"Sugar, Honey and Sugar Preparations ",3.419128,161121.1
2011,3,Non Alcoholic Beverages,1.12925,55576.8
2011,3," Readymade Food, Drinks etc. ",2.774524,132875.9
2011,3, Cereals,10.23537,483015.8
2011,3,Pulses – Split and Whole / Washed and Unwashed ,1.284123,61000.07
2011,3,Edible Oils and Fats,5.88371,278281.3
2011,3,Tea and Coffee,1.338383,63951.08
2011,3,Baked and Fried Products,0.7763491,38099.28
2011,3,Miscellaneous Food Items,0.7334289,35465.05
2011,3,FUEL AND LIGHTING ,8.289503,394658.2
2011,3, Personal Care Articles,1.730931,82983.93
2011,3, Personal Care Services,0.6958358,33036.81
2011,3, Household laundry Cleaning and Paper Articles,1.509653,71482.72
2011,3, Tobacco and Chewing Products,2.458112,112667.6
2011,3,Recreation & reading,1.094847,54134.98
2011,3, Personal Transport and Travelling ,5.67546,277009.4
2011,3,Other Miscellaneous Household Expenses on Goods and Services,5.223732,253834.3
2011,3," Clothing, Clothing material and services",4.857646,230600.1
2011,3,. Footwear and repair charges,1.073106,50640.02
2011,3,Personal effects and service and repair charges,0.2282986,10960.74
2011,3, House rent and housing expenses,11.36736,578947.1
2011,3,". Chinaware, Earthenware, Plastic ware etc. for daily use and other household effects",0.3121534,15117.46
2011,3, Expenditure on Medical Care,3.11161,145710.4
2011,3,"Recreational, travel & transport expenditure",0.5642143,27564.05
2011,3, Educational and Professional Stationary Expenditure ,3.934035,200943.1
2011,3,Taxes & Fines and all Other Miscellaneous Expenditure ,3.048225,150416.1
2011,4,milkproducts,11.73735,749325.2
2011,4,meet/poultry/fish,5.7088,373641
2011,4,fruits,1.61518,104592.9
2011,4,dryfruits,0.9065319,60163.35
2011,4,vegetables,4.248593,256806
2011,4,Condiments & Spices (Whole & Powder ),1.619967,99583.29
2011,4,"Sugar, Honey and Sugar Preparations ",3.03888,186372.7
2011,4,Non Alcoholic Beverages,1.037715,68621.23
2011,4," Readymade Food, Drinks etc. ",2.658657,169133.5
2011,4, Cereals,9.034466,547955.7
2011,4,Pulses – Split and Whole / Washed and Unwashed ,1.154957,70755.64
2011,4,Edible Oils and Fats,5.286439,322816.9
2011,4,Tea and Coffee,1.195998,73981.34
2011,4,Baked and Fried Products,0.8047027,51918.79
2011,4,Miscellaneous Food Items,0.6146529,38666.48
2011,4,FUEL AND LIGHTING ,8.040473,495957
2011,4, Personal Care Articles,1.731484,107727.5
2011,4, Personal Care Services,0.6607845,41441.18
2011,4, Household laundry Cleaning and Paper Articles,1.380131,84405.35
2011,4, Tobacco and Chewing Products,2.198793,134039.4
2011,4,Recreation & reading,0.9345217,60137.61
2011,4, Personal Transport and Travelling ,6.245923,394583.4
2011,4,Other Miscellaneous Household Expenses on Goods and Services,5.520482,348646
2011,4," Clothing, Clothing material and services",4.895779,303430.8
2011,4,. Footwear and repair charges,1.054476,64760.8
2011,4,Personal effects and service and repair charges,0.2276272,14448.86
2011,4, House rent and housing expenses,11.75431,796515.7
2011,4,". Chinaware, Earthenware, Plastic ware etc. for daily use and other household effects",0.2819132,17309.63
2011,4, Expenditure on Medical Care,3.277106,199509.5
2011,4,"Recreational, travel & transport expenditure",0.6929735,44342.54
2011,4, Educational and Professional Stationary Expenditure ,5.182555,346175.5
2011,4,Taxes & Fines and all Other Miscellaneous Expenditure ,3.777674,245772.4
2011,5,milkproducts,10.64877,1109087
2011,5,meet/poultry/fish,5.377151,602727
2011,5,fruits,1.635282,180678.9
2011,5,dryfruits,0.9826373,130319.8
2011,5,vegetables,3.191851,310474.8
2011,5,Condiments & Spices (Whole & Powder ),1.240361,122174
2011,5,"Sugar, Honey and Sugar Preparations ",2.418757,242224.7
2011,5,Non Alcoholic Beverages,0.9253869,114035.9
2011,5," Readymade Food, Drinks etc. ",2.345307,280601.4
2011,5, Cereals,6.777492,642387.6
2011,5,Pulses – Split and Whole / Washed and Unwashed ,0.9235357,89796.51
2011,5,Edible Oils and Fats,4.153454,404128.9
2011,5,Tea and Coffee,0.9248699,92005.62
2011,5,Baked and Fried Products,0.779222,90045.51
2011,5,Miscellaneous Food Items,0.4824017,51329.75
2011,5,FUEL AND LIGHTING ,7.351249,776394.1
2011,5, Personal Care Articles,1.60382,170877.4
2011,5, Personal Care Services,0.6887083,81655.62
2011,5, Household laundry Cleaning and Paper Articles,1.146523,117982.3
2011,5, Tobacco and Chewing Products,1.902991,188327
2011,5,Recreation & reading,0.8629473,109610
2011,5, Personal Transport and Travelling ,6.84178,797563.1
2011,5,Other Miscellaneous Household Expenses on Goods and Services,6.471629,794651.7
2011,5," Clothing, Clothing material and services",4.950497,523835
2011,5,. Footwear and repair charges,1.006092,104380.2
2011,5,Personal effects and service and repair charges,0.2478065,27557.35
2011,5, House rent and housing expenses,13.39804,1761507
2011,5,". Chinaware, Earthenware, Plastic ware etc. for daily use and other household effects",0.2755665,29667.45
2011,5, Expenditure on Medical Care,3.240387,346913.2
2011,5,"Recreational, travel & transport expenditure",1.120902,158627.6
2011,5, Educational and Professional Stationary Expenditure ,7.411221,1001267
2011,5,Taxes & Fines and all Other Miscellaneous Expenditure ,5.521001,650540.3
2011,Total,milkproducts,12.09007,665022
2011,Total,meet/poultry/fish,5.450688,337137.8
2011,Total,fruits,1.597495,98819.06
2011,Total,dryfruits,0.903572,71852.23
2011,Total,vegetables,4.560223,225372.4
2011,Total,Condiments & Spices (Whole & Powder ),1.721433,86359.49
2011,Total,"Sugar, Honey and Sugar Preparations ",3.334052,167371.5
2011,Total,Non Alcoholic Beverages,1.06949,75242.38
2011,Total," Readymade Food, Drinks etc. ",3.610317,188518.6
2011,Total, Cereals,9.638977,477386.3
2011,Total,Pulses – Split and Whole / Washed and Unwashed ,1.214249,61825.81
2011,Total,Edible Oils and Fats,5.64235,283614.2
2011,Total,Tea and Coffee,1.262962,64430.2
2011,Total,Baked and Fried Products,0.7526708,48695.87
2011,Total,Miscellaneous Food Items,0.7013369,37998.97
2011,Total,FUEL AND LIGHTING ,8.440206,451655.3
2011,Total, Personal Care Articles,1.712454,94742.83
2011,Total, Personal Care Services,0.7077629,41045.8
2011,Total, Household laundry Cleaning and Paper Articles,1.486332,76449.22
2011,Total, Tobacco and Chewing Products,2.634696,126616.2
2011,Total,Recreation & reading,1.026564,74251.22
2011,Total, Personal Transport and Travelling ,5.711165,359744.5
2011,Total,Other Miscellaneous Household Expenses on Goods and Services,5.425899,352406
2011,Total," Clothing, Clothing material and services",4.848874,272914.7
2011,Total,. Footwear and repair charges,1.05011,57521.18
2011,Total,Personal effects and service and repair charges,0.2302424,13899.58
2011,Total, House rent and housing expenses,11.45013,764340.1
2011,Total,". Chinaware, Earthenware, Plastic ware etc. for daily use and other household effects",0.2957693,16435.26
2011,Total, Expenditure on Medical Care,3.207649,179154.7
2011,Total,"Recreational, travel & transport expenditure",0.7436195,64726.18
2011,Total, Educational and Professional Stationary Expenditure ,4.807642,406353.3
2011,Total,Taxes & Fines and all Other Miscellaneous Expenditure ,3.589866,259357.5
2013,1,milkproducts,13.035,510822.7
2013,1,meet/poultry/fish,5.869941,242520.8
2013,1,fruits,1.64549,62464.67
2013,1,dryfruits,1.16847,49133.7
2013,1,vegetables,5.901943,216947.5
2013,1,Condiments & Spices (Whole & Powder ),1.768825,65013.73
2013,1,"Sugar, Honey and Sugar Preparations ",3.122786,115099.5
2013,1,Non Alcoholic Beverages,1.48547,58769.94
2013,1," Readymade Food, Drinks etc. ",8.974808,319231
2013,1, Cereals,12.20567,459342.6
2013,1,Pulses – Split and Whole / Washed and Unwashed ,1.092355,40889.5
2013,1,Edible Oils and Fats,5.298259,196225.8
2013,1,Tea and Coffee,1.545399,57528.31
2013,1,Baked and Fried Products,0.8074873,30560.42
2013,1,Miscellaneous Food Items,0.9206774,35667.73
2013,1,FUEL AND LIGHTING ,8.447397,316230.2
2013,1, Personal Care Articles,1.747075,64609.01
2013,1, Personal Care Services,0.7031886,25952.81
2013,1, Household laundry Cleaning and Paper Articles,1.636256,60402.8
2013,1, Tobacco and Chewing Products,3.823714,137723.8
2013,1,Recreation & reading,1.406915,55242.4
2013,1, Personal Transport and Travelling ,4.297862,164161.4
2013,1,Other Miscellaneous Household Expenses on Goods and Services,5.228162,206384.4
2013,1," Clothing, Clothing material and services",5.295961,197330.5
2013,1,. Footwear and repair charges,1.108517,40910.84
2013,1,Personal effects and service and repair charges,0.2599379,9556.93
2013,1, House rent and housing expenses,10.32891,391736.2
2013,1,". Chinaware, Earthenware, Plastic ware etc. for daily use and other household effects",0.3549214,12933.05
2013,1, Expenditure on Medical Care,3.632247,136757.1
2013,1,"Recreational, travel & transport expenditure",0.5401093,20862.42
2013,1, Educational and Professional Stationary Expenditure ,2.802626,118673.7
2013,1,Taxes & Fines and all Other Miscellaneous Expenditure ,2.59842,98418.98
2013,2,milkproducts,12.18744,690688.8
2013,2,meet/poultry/fish,5.681504,322966.3
2013,2,fruits,1.637108,89894.98
2013,2,dryfruits,1.03569,57676.59
2013,2,vegetables,5.235664,280938
2013,2,Condiments & Spices (Whole & Powder ),1.71578,92348.42
2013,2,"Sugar, Honey and Sugar Preparations ",2.715771,146443.1
2013,2,Non Alcoholic Beverages,1.308922,73182.18
2013,2," Readymade Food, Drinks etc. ",4.73078,241846.1
2013,2, Cereals,11.3456,617569.8
2013,2,Pulses – Split and Whole / Washed and Unwashed ,1.1129,60384.5
2013,2,Edible Oils and Fats,4.730494,257676.9
2013,2,Tea and Coffee,1.348865,73756.35
2013,2,Baked and Fried Products,0.8101326,43045.31
2013,2,Miscellaneous Food Items,0.8591581,48222.94
2013,2,FUEL AND LIGHTING ,7.938903,434358.4
2013,2, Personal Care Articles,1.773353,95880.79
2013,2, Personal Care Services,0.6532377,35128.38
2013,2, Household laundry Cleaning and Paper Articles,1.490723,80213.24
2013,2, Tobacco and Chewing Products,2.988839,158293.8
2013,2,Recreation & reading,1.117532,60187.31
2013,2, Personal Transport and Travelling ,5.459151,299338.7
2013,2,Other Miscellaneous Household Expenses on Goods and Services,5.397006,298343.6
2013,2," Clothing, Clothing material and services",5.499982,297108.8
2013,2,. Footwear and repair charges,1.164428,62781.98
2013,2,Personal effects and service and repair charges,0.2249266,12231.14
2013,2, House rent and housing expenses,11.68339,646059.2
2013,2,". Chinaware, Earthenware, Plastic ware etc. for daily use and other household effects",0.3235138,17411.99
2013,2, Expenditure on Medical Care,3.244552,176094.2
2013,2,"Recreational, travel & transport expenditure",0.5080737,28032.6
2013,2, Educational and Professional Stationary Expenditure ,3.566628,207427.5
2013,2,Taxes & Fines and all Other Miscellaneous Expenditure ,2.902952,160794.6
2013,3,milkproducts,11.78524,846301.4
2013,3,meet/poultry/fish,5.830384,427531.9
2013,3,fruits,1.627044,114453.1
2013,3,dryfruits,1.200138,84438.84
2013,3,vegetables,4.692564,321428.6
2013,3,Condiments & Spices (Whole & Powder ),1.553069,106937.1
2013,3,"Sugar, Honey and Sugar Preparations ",2.493557,172223.3
2013,3,Non Alcoholic Beverages,1.25476,91655.07
2013,3," Readymade Food, Drinks etc. ",3.764331,262724
2013,3, Cereals,10.37133,712196.3
2013,3,Pulses – Split and Whole / Washed and Unwashed ,1.020376,70459.76
2013,3,Edible Oils and Fats,4.421206,305761.3
2013,3,Tea and Coffee,1.215197,84400.64
2013,3,Baked and Fried Products,0.7743784,54937.03
2013,3,Miscellaneous Food Items,0.7113989,50593
2013,3,FUEL AND LIGHTING ,7.808868,542898.7
2013,3, Personal Care Articles,1.759788,123087.9
2013,3, Personal Care Services,0.6302809,43323.35
2013,3, Household laundry Cleaning and Paper Articles,1.356871,93347.15
2013,3, Tobacco and Chewing Products,2.498377,170115.1
2013,3,Recreation & reading,0.9679421,68518.62
2013,3, Personal Transport and Travelling ,6.173675,437768.6
2013,3,Other Miscellaneous Household Expenses on Goods and Services,5.289038,370225
2013,3," Clothing, Clothing material and services",5.458487,378057.8
2013,3,. Footwear and repair charges,1.151166,79384.65
2013,3,Personal effects and service and repair charges,0.232689,16154.8
2013,3, House rent and housing expenses,11.93633,863573.9
2013,3,". Chinaware, Earthenware, Plastic ware etc. for daily use and other household effects",0.3094335,21209.75
2013,3, Expenditure on Medical Care,3.420377,237936.3
2013,3,"Recreational, travel & transport expenditure",0.5309444,38775.43
2013,3, Educational and Professional Stationary Expenditure ,4.630763,341796.8
2013,3,Taxes & Fines and all Other Miscellaneous Expenditure ,3.387704,242587.7
2013,4,milkproducts,11.54553,1054654
2013,4,meet/poultry/fish,5.460454,510073.6
2013,4,fruits,1.672454,153975.1
2013,4,dryfruits,1.147601,112309.1
2013,4,vegetables,4.178397,366258.5
2013,4,Condiments & Spices (Whole & Powder ),1.420275,125967.9
2013,4,"Sugar, Honey and Sugar Preparations ",2.229228,197578.7
2013,4,Non Alcoholic Beverages,1.227215,115703.1
2013,4," Readymade Food, Drinks etc. ",3.287556,299538.6
2013,4, Cereals,9.154628,804730.6
2013,4,Pulses – Split and Whole / Washed and Unwashed ,0.9346718,82443.44
2013,4,Edible Oils and Fats,3.995529,355651.8
2013,4,Tea and Coffee,1.062678,94558.79
2013,4,Baked and Fried Products,0.7385401,69766.86
2013,4,Miscellaneous Food Items,0.6239895,57660.51
2013,4,FUEL AND LIGHTING ,7.394069,662917.4
2013,4, Personal Care Articles,1.715415,155466.2
2013,4, Personal Care Services,0.6368224,57579.76
2013,4, Household laundry Cleaning and Paper Articles,1.216818,108350.8
2013,4, Tobacco and Chewing Products,2.188722,186228.1
2013,4,Recreation & reading,0.820519,77300.31
2013,4, Personal Transport and Travelling ,6.713101,617767.6
2013,4,Other Miscellaneous Household Expenses on Goods and Services,5.90203,540575.6
2013,4," Clothing, Clothing material and services",5.561131,497386.4
2013,4,. Footwear and repair charges,1.190096,106068.8
2013,4,Personal effects and service and repair charges,0.2596384,23521.7
2013,4, House rent and housing expenses,12.37944,1164805
2013,4,". Chinaware, Earthenware, Plastic ware etc. for daily use and other household effects",0.2946923,26414.87
2013,4, Expenditure on Medical Care,3.341271,295947.2
2013,4,"Recreational, travel & transport expenditure",0.6854455,66160.54
2013,4, Educational and Professional Stationary Expenditure ,5.771176,565100.1
2013,4,Taxes & Fines and all Other Miscellaneous Expenditure ,3.811838,347299.9
2013,5,milkproducts,10.39547,1558318
2013,5,meet/poultry/fish,5.001722,785149.4
2013,5,fruits,1.662346,257483
2013,5,dryfruits,0.9979665,181828.4
2013,5,vegetables,3.249874,451985.2
2013,5,Condiments & Spices (Whole & Powder ),1.112267,157870.2
2013,5,"Sugar, Honey and Sugar Preparations ",1.766987,251834.7
2013,5,Non Alcoholic Beverages,1.154504,194756.7
2013,5," Readymade Food, Drinks etc. ",3.485328,607955.9
2013,5, Cereals,7.021286,963953.2
2013,5,Pulses – Split and Whole / Washed and Unwashed ,0.727409,101751
2013,5,Edible Oils and Fats,3.326064,470116
2013,5,Tea and Coffee,0.8289148,117133.6
2013,5,Baked and Fried Products,0.6991397,110892.1
2013,5,Miscellaneous Food Items,0.4727188,70983.65
2013,5,FUEL AND LIGHTING ,6.758258,1032038
2013,5, Personal Care Articles,1.57146,246463.4
2013,5, Personal Care Services,0.6418019,106382.7
2013,5, Household laundry Cleaning and Paper Articles,1.045855,153743.7
2013,5, Tobacco and Chewing Products,1.72082,239559.2
2013,5,Recreation & reading,0.6405327,106296.6
2013,5, Personal Transport and Travelling ,7.120393,1199431
2013,5,Other Miscellaneous Household Expenses on Goods and Services,6.612818,1140317
2013,5," Clothing, Clothing material and services",5.565851,859546.6
2013,5,. Footwear and repair charges,1.174271,173654.8
2013,5,Personal effects and service and repair charges,0.2892009,45918.35
2013,5, House rent and housing expenses,13.30886,2425190
2013,5,". Chinaware, Earthenware, Plastic ware etc. for daily use and other household effects",0.2928528,43744.71
2013,5, Expenditure on Medical Care,3.670102,584848.9
2013,5,"Recreational, travel & transport expenditure",1.235443,303406.5
2013,5, Educational and Professional Stationary Expenditure ,7.783935,1433603
2013,5,Taxes & Fines and all Other Miscellaneous Expenditure ,5.595958,952526.2
2013,Total,milkproducts,11.78423,934532.8
2013,Total,meet/poultry/fish,5.554028,467666.4
2013,Total,fruits,1.649668,141074.8
2013,Total,dryfruits,1.08629,121891.1
2013,Total,vegetables,4.648294,327804.5
2013,Total,Condiments & Spices (Whole & Powder ),1.51342,109716.1
2013,Total,"Sugar, Honey and Sugar Preparations ",2.464571,176750.6
2013,Total,Non Alcoholic Beverages,1.241429,126777.2
2013,Total," Readymade Food, Drinks etc. ",4.596344,364701.3
2013,Total, Cereals,10.014,712168.3
2013,Total,Pulses – Split and Whole / Washed and Unwashed ,0.9766269,71359.29
2013,Total,Edible Oils and Fats,4.35157,317453.2
2013,Total,Tea and Coffee,1.198229,85636.41
2013,Total,Baked and Fried Products,0.7593159,66219.53
2013,Total,Miscellaneous Food Items,0.689844,54560.36
2013,Total,FUEL AND LIGHTING ,7.669917,597586.1
2013,Total, Personal Care Articles,1.713423,137052
2013,Total, Personal Care Services,0.6526562,54028.38
2013,Total, Household laundry Cleaning and Paper Articles,1.349076,99237.71
2013,Total, Tobacco and Chewing Products,2.653148,177289.7
2013,Total,Recreation & reading,0.8658384,81750.03
2013,Total, Personal Transport and Travelling ,5.979982,551676.8
2013,Total,Other Miscellaneous Household Expenses on Goods and Services,5.697403,519019.7
2013,Total," Clothing, Clothing material and services",5.476121,445857.5
2013,Total,. Footwear and repair charges,1.157648,92549.76
2013,Total,Personal effects and service and repair charges,0.253862,22289.19
2013,Total, House rent and housing expenses,11.92859,1099823
2013,Total,". Chinaware, Earthenware, Plastic ware etc. for daily use and other household effects",0.3149526,24387.45
2013,Total, Expenditure on Medical Care,3.461777,286138.1
2013,Total,"Recreational, travel & transport expenditure",0.760651,114940.5
2013,Total, Educational and Professional Stationary Expenditure ,5.30881,624332.1
2013,Total,Taxes & Fines and all Other Miscellaneous Expenditure ,3.715803,376698.4
